original_title,budget,release_date,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Fantasy,Science_Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV,overview
Good Deeds,38341022.03780454,2012-02-23,120640826.67822856,111.0,6.2,45,"['Tyler', 'Perry', 'Phylicia', 'Rashud', 'Thandie', 'Newton', 'Brian', 'J', 'White', 'Gabrielle', 'Union']",Tyler Perry,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['businessman', 'wesley', 'deed', 'is', 'jolted', 'out', 'of', 'his', 'scripted', 'life', 'when', 'he', 'meet', 'lindsey', 'a', 'single', 'mother', 'who', 'work', 'on', 'the', 'cleaning', 'crew', 'in', 'his', 'office', 'building']"
White Fang,14000000.0,1991-01-18,34793160.0,107.0,6.5,135,"['Klaus', 'Maria', 'Brandauer', 'Ethan', 'Hawke', 'Seymour', 'Cassel', 'Susan', 'Hogan', 'James', 'Remar']",Randal Kleiser,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['jack', 'london', 's', 'classic', 'adventure', 'story', 'about', 'the', 'friendship', 'developed', 'between', 'a', 'yukon', 'gold', 'hunter', 'and', 'the', 'mixed', 'dog', 'wolf', 'he', 'rescue', 'from', 'the', 'hand', 'of', 'a', 'man', 'who', 'mistreats', 'him']"
Superstar,38341022.03780454,1999-10-08,120640826.67822856,81.0,5.1,83,"['Molly', 'Shannon', 'Will', 'Ferrell', 'Elaine', 'Hendrix', 'Harland', 'Williams', 'Tom', 'Green']",Bruce McCulloch,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"['orphan', 'mary', 'katherine', 'gallagher', 'an', 'ugly', 'duckling', 'at', 'st', 'monica', 'high', 'school', 'ha', 'a', 'dream', 'to', 'be', 'kissed', 'soulfully', 'she', 'decides', 'she', 'can', 'realize', 'this', 'dream', 'if', 'she', 'becomes', 'a', 'superstar', 'so', 'her', 'prayer', 'her', 'fantasy', 'and', 'her', 'conversation', 'with', 'her', 'only', 'friend', 'focus', 'on', 'achieving', 'super', 'stardom']"
The Iron Lady,13000000.0,2011-12-30,114956699.0,105.0,6.2,527,"['Meryl', 'Streep', 'Anthony', 'Stewart', 'Head', 'Harry', 'Lloyd', 'Jim', 'Broadbent', 'Susan', 'Brown']",Phyllida Lloyd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['a', 'look', 'at', 'the', 'life', 'of', 'margaret', 'thatcher', 'the', 'former', 'prime', 'minister', 'of', 'the', 'united', 'kingdom', 'with', 'a', 'focus', 'on', 'the', 'price', 'she', 'paid', 'for', 'power']"
Jonah: A VeggieTales Movie,38341022.03780454,2002-10-04,120640826.67822856,82.0,6.4,22,"['Phil', 'Vischer', 'Mike', 'Nawrocki', 'Tim', 'Hodge', 'Lisa', 'Vischer', 'Daniel', 'Anderson']",Phil Vischer,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"['get', 'ready', 'a', 'bob', 'the', 'tomato', 'larry', 'the', 'cucumber', 'and', 'the', 'rest', 'of', 'the', 'veggie', 'set', 'sail', 'on', 'a', 'whale', 'of', 'an', 'adventure', 'in', 'big', 'idea', 's', 'first', 'full', 'length', '3', 'd', 'animated', 'feature', 'film', 'this', 'is', 'the', 'story', 'of', 'jonah', 'and', 'the', 'whale', 'a', 'you', 've', 'never', 'seen', 'it', 'before', 'a', 'story', 'where', 'we', 'learn', 'that', 'one', 'of', 'the', 'best', 'gift', 'you', 'can', 'give', 'or', 'get', 'is', 'a', 'second', 'chance']"
Poetic Justice,14000000.0,1993-07-23,27515786.0,109.0,6.9,47,"['Janet', 'Jackson', 'Tupac', 'Amaru', 'Shakur', 'Regina', 'King', 'Joe', 'Torry', 'Tyra', 'Ferrell']",John Singleton,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['in', 'this', 'film', 'we', 'see', 'the', 'world', 'through', 'the', 'eye', 'of', 'main', 'character', 'justice', 'a', 'young', 'african', 'american', 'poet', 'a', 'mail', 'carrier', 'invite', 'a', 'few', 'friend', 'along', 'for', 'a', 'long', 'overnight', 'delivery', 'run']"
All About the Benjamins,14000000.0,2002-03-08,25482931.0,95.0,5.8,48,"['Ice', 'Cube', 'Mike', 'Epps', 'Tommy', 'Flanagan', 'Carmen', 'Chaplin', 'Eva', 'Mendes']",Kevin Bray,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['bucum', 'jackson', 'cube', 'is', 'a', 'bounty', 'hunter', 'with', 'a', 'lot', 'of', 'attitude', 'and', 'no', 'interest', 'in', 'taking', 'on', 'a', 'partner', 'working', 'at', 'martinez', 'bail', 'bond', 'jackson', 'ha', 'unorthodox', 'method', 'of', 'tracking', 'down', 'low', 'life', 'criminal', 'but', 'they', 'work', 'and', 'one', 'day', 'he', 'hope', 'to', 'become', 'his', 'own', 'bos', 'and', 'open', 'up', 'his', 'own', 'private', 'investigation', 'firm', 'reggie', 'wright', 'epps', 'is', 'a', 'slippery', 'con', 'artist', 'who', 'is', 'avoiding', 'the', 'law', 'and', 'jackson', 'during', 'a', 'cat', 'and', 'mouse', 'chase', 'the', 'two', 'stumble', 'on', 'a', 'multi', 'million', 'dollar', 'diamond', 'heist', 'hiding', 'from', 'jackson', 'wright', 'find', 'himself', 'in', 'the', 'thief', 'getaway', 'van', 'and', 'end', 'up', 'having', 'to', 'escape', 'from', 'them', 'after', 'they', 'discover', 'their', 'booty', 'is', 'fake', 'much', 'to', 'the', 'displeasure', 'of', 'their', 'ruthless', 'bos', 'flanagan', 'when', 'wright', 'meet', 'up', 'with', 'his', 'girlfriend', 'mendes', 'he', 'discovers', 'that', 'his', 'recently', 'purchased', 'lottery', 'ticket', 'is', 'the', 'sole', 'winner', 'of', '60', 'million', 'unfortunately', 'his', 'wallet', 'which', 'held', 'the', 'ticket', 'wa', 'left', 'in', 'the', 'thief', 'van', 'so', 'he', 'persuades', 'jackson', 'to', 'help', 'him', 'get', 'it', 'back']"
Vampire in Brooklyn,14000000.0,1995-10-27,19800000.0,100.0,4.5,111,"['Eddie', 'Murphy', 'Angela', 'Bassett', 'Allen', 'Payne', 'Kadeem', 'Hardison', 'John', 'Witherspoon']",Wes Craven,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"['maximillian', 'the', 'lone', 'survivor', 'of', 'a', 'race', 'of', 'vampire', 'come', 'to', 'brooklyn', 'in', 'search', 'of', 'a', 'way', 'to', 'live', 'past', 'the', 'next', 'full', 'moon', 'his', 'ticket', 'to', 'survival', 'is', 'rita', 'a', 'nypd', 'detective', 'who', 'doesn', 't', 'know', 'she', 's', 'half', 'vampire', 'and', 'maximillian', 'will', 'do', 'whatever', 's', 'necessary', 'to', 'put', 'her', 'under', 'his', 'spell']"
Exorcist II: The Heretic,14000000.0,1977-06-17,30749142.0,118.0,4.5,133,"['Linda', 'Blair', 'Richard', 'Burton', 'Louise', 'Fletcher', 'Max', 'von', 'Sydow', 'Kitty', 'Winn']",John Boorman,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['bizarre', 'nightmare', 'plague', 'regan', 'macneil', 'four', 'year', 'after', 'her', 'possession', 'and', 'exorcism', 'ha', 'the', 'demon', 'returned', 'and', 'if', 'so', 'can', 'the', 'combined', 'faith', 'and', 'knowledge', 'of', 'a', 'vatican', 'investigator', 'and', 'a', 'hypnotic', 'research', 'specialist', 'free', 'her', 'from', 'it', 'grasp']"
An American Haunting,38341022.03780454,2005-05-05,120640826.67822856,83.0,5.3,142,"['Donald', 'Sutherland', 'Sissy', 'Spacek', 'James', 'DArcy', 'Matthew', 'Marsh', 'Gaye', 'Brown']",Courtney Solomon,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['based', 'on', 'the', 'true', 'event', 'of', 'the', 'only', 'case', 'in', 'u', 'history', 'where', 'a', 'spirit', 'caused', 'the', 'death', 'of', 'a', 'man']"
My Boss's Daughter,14000000.0,2003-08-21,120640826.67822856,83.0,4.4,180,"['Ashton', 'Kutcher', 'Tara', 'Reid', 'Andy', 'Richter', 'Jeffrey', 'Tambor', 'Michael', 'Madsen']",David Zucker,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['when', 'a', 'young', 'man', 'agrees', 'to', 'housesit', 'for', 'his', 'bos', 'he', 'think', 'it', 'll', 'be', 'the', 'perfect', 'opportunity', 'to', 'get', 'close', 'to', 'the', 'woman', 'he', 'desperately', 'ha', 'a', 'crush', 'on', 'his', 'bos', 's', 'daughter', 'but', 'he', 'doesn', 't', 'plan', 'on', 'the', 'long', 'line', 'of', 'other', 'houseguest', 'that', 'try', 'to', 'keep', 'him', 'from', 'his', 'mission', 'and', 'he', 'also', 'ha', 'to', 'deal', 'with', 'the', 'daughter', 's', 'older', 'brother', 'who', 's', 'on', 'the', 'run', 'from', 'local', 'drug', 'dealer']"
A Perfect Getaway,14000000.0,2009-06-08,22852638.0,98.0,6.2,351,"['Milla', 'Jovovich', 'Timothy', 'Olyphant', 'Steve', 'Zahn', 'Chris', 'Hemsworth', 'Anthony', 'Ruivivar']",David Twohy,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['for', 'their', 'honeymoon', 'newlywed', 'cliff', 'and', 'cydney', 'head', 'to', 'the', 'tropical', 'island', 'of', 'hawaii', 'while', 'journeying', 'through', 'the', 'paradisaical', 'countryside', 'the', 'couple', 'encounter', 'kale', 'and', 'cleo', 'two', 'disgruntled', 'hitchhiker', 'and', 'nick', 'and', 'gina', 'two', 'wild', 'but', 'well', 'meaning', 'spirit', 'who', 'help', 'guide', 'them', 'through', 'the', 'lush', 'jungle', 'the', 'picturesque', 'waterfall', 'and', 'scenic', 'mountainside', 'quickly', 'give', 'way', 'to', 'terror', 'when', 'cliff', 'and', 'cydney', 'learn', 'of', 'a', 'grisly', 'murder', 'that', 'occurred', 'nearby', 'and', 'realize', 'that', 'they', 're', 'being', 'followed', 'by', 'chance', 'acquaintance', 'that', 'suspiciously', 'fit', 'the', 'description', 'of', 'the', 'killer']"
Our Family Wedding,14000000.0,2010-03-12,21409028.0,103.0,5.7,39,"['Forest', 'Whitaker', 'America', 'Ferrera', 'Carlos', 'Mencia', 'Regina', 'King', 'Lance', 'Gross']",Rick Famuyiwa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['the', 'week', 'leading', 'up', 'to', 'a', 'young', 'couple', 's', 'wedding', 'is', 'comic', 'and', 'stressful', 'especially', 'a', 'their', 'respective', 'father', 'try', 'to', 'lay', 'to', 'rest', 'their', 'feud']"
Dead Man on Campus,38341022.03780454,1998-08-21,120640826.67822856,96.0,5.6,49,"['Tom', 'Everett', 'Scott', 'MarkPaul', 'Gosselaar', 'Poppy', 'Montgomery', 'Lochlyn', 'Munro', 'Randy', 'Pearlstein']",Alan Cohn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['josh', 'miller', 'tom', 'everett', 'scott', 'is', 'a', 'studious', 'and', 'responsible', 'pre', 'med', 'student', 'entering', 'college', 'a', 'a', 'freshman', 'his', 'wild', 'hard', 'partying', 'roommate', 'cooper', 'frederickson', 'mark', 'paul', 'gosselaar', 'on', 'the', 'other', 'hand', 'is', 'a', 'spoiled', 'rich', 'kid', 'who', 'never', 'study', 'and', 'spends', 'his', 'time', 'getting', 'drunk', 'and', 'ogling', 'co', 'ed', 'before', 'long', 'cooper', 's', 'fun', 'filled', 'lifestyle', 'ha', 'corrupted', 'josh', 'and', 'both', 'are', 'on', 'the', 'verge', 'of', 'flunking', 'out']"
Tea with Mussolini,12000000.0,1999-03-25,21001563.0,117.0,5.8,32,"['Cher', 'Judi', 'Dench', 'Joan', 'Plowright', 'Maggie', 'Smith', 'Lily', 'Tomlin']",Franco Zeffirelli,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['semi', 'autobiographical', 'film', 'directed', 'by', 'franco', 'zeffirelli', 'telling', 'the', 'story', 'of', 'young', 'italian', 'boy', 'luca', 's', 'upbringing', 'by', 'a', 'circle', 'of', 'english', 'and', 'american', 'woman', 'before', 'and', 'during', 'world', 'war', 'ii']"
Thinner,38341022.03780454,1996-10-25,120640826.67822856,92.0,5.5,124,"['Robert', 'John', 'Burke', 'Joe', 'Mantegna', 'Lucinda', 'Jenney', 'Michael', 'Constantine', 'Kari', 'Wuhrer']",Tom Holland,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['a', 'fat', 'lawyer', 'find', 'himself', 'growing', 'thinner', 'when', 'an', 'old', 'gypsy', 'man', 'place', 'a', 'hex', 'on', 'him', 'now', 'the', 'lawyer', 'must', 'call', 'upon', 'his', 'friend', 'in', 'organized', 'crime', 'to', 'help', 'him', 'persuade', 'the', 'gypsy', 'to', 'lift', 'the', 'curse', 'time', 'is', 'running', 'out', 'for', 'the', 'desperate', 'lawyer', 'a', 'he', 'draw', 'closer', 'to', 'his', 'own', 'death', 'and', 'grows', 'ever', 'thinner']"
"New York, New York",38341022.03780454,1977-06-21,120640826.67822856,155.0,6.1,67,"['Liza', 'Minnelli', 'Robert', 'De', 'Niro', 'Lionel', 'Stander', 'Barry', 'Primus', 'Dick', 'Miller']",Martin Scorsese,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"['an', 'egotistical', 'saxophone', 'player', 'and', 'a', 'young', 'singer', 'meet', 'on', 'v', 'j', 'day', 'and', 'embark', 'upon', 'a', 'strained', 'and', 'rocky', 'romance', 'even', 'a', 'their', 'career', 'begin', 'a', 'long', 'uphill', 'climb']"
Crooklyn,38341022.03780454,1994-05-13,120640826.67822856,115.0,6.7,31,"['Alfre', 'Woodard', 'Delroy', 'Lindo', 'David', 'Patrick', 'Kelly', 'Zelda', 'Harris', 'Carlton', 'Williams']",Spike Lee,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['from', 'spike', 'lee', 'come', 'this', 'vibrant', 'semi', 'autobiographical', 'portrait', 'of', 'a', 'school', 'teacher', 'her', 'stubborn', 'jazz', 'musician', 'husband', 'and', 'their', 'five', 'kid', 'living', 'in', '70', 'brooklyn']"
I Think I Love My Wife,11000000.0,2007-03-16,13196245.0,90.0,5.0,55,"['Chris', 'Rock', 'Kerry', 'Washington', 'Gina', 'Torres', 'Steve', 'Buscemi', 'Edward', 'Herrmann']",Chris Rock,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['richard', 'cooper', 'rock', 'is', 'a', 'married', 'man', 'and', 'father', 'of', 'two', 'who', 'is', 'just', 'plain', 'bored', 'with', 'married', 'life', 'not', 'getting', 'any', 'sex', 'from', 'his', 'wife', 'he', 'resort', 'to', 'ogling', 'random', 'woman', 'on', 'the', 'street', 'to', 'the', 'point', 'he', 'take', 'lunch', 'late', 'to', 'look', 'at', 'them', 'when', 'old', 'crush', 'nikki', 'tru', 'kerry', 'washington', 'visit', 'his', 'office', 'to', 'get', 'a', 'reference', 'letter', 'she', 'becomes', 'obsessed', 'with', 'cooper', 'and', 'they', 'begin', 'a', 'complicated', 'relationship']"
Jason X,11000000.0,2001-07-24,16951798.0,91.0,4.5,291,"['Kane', 'Hodder', 'Lexa', 'Doig', 'Chuck', 'Campbell', 'Lisa', 'Ryder', 'David', 'Cronenberg']",James Isaac,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['in', 'the', 'year', '2455', 'old', 'earth', 'is', 'now', 'a', 'contaminated', 'planet', 'abandoned', 'for', 'century', 'a', 'brown', 'world', 'of', 'violent', 'storm', 'toxic', 'landmass', 'and', 'poisonous', 'sea', 'yet', 'human', 'have', 'returned', 'to', 'the', 'deadly', 'place', 'that', 'they', 'once', 'fled', 'not', 'to', 'live', 'but', 'to', 'research', 'the', 'ancient', 'rusting', 'artifact', 'of', 'the', 'long', 'gone', 'civilization', 'but', 'it', 's', 'not', 'the', 'harmful', 'environment', 'that', 'could', 'prove', 'fatal', 'to', 'the', 'intrepid', 'young', 'explorer', 'who', 'have', 'just', 'landed', 'on', 'old', 'earth', 'for', 'them', 'it', 's', 'friday', 'the', '13th', 'and', 'jason', 'life']"
Bobby,38341022.03780454,2006-09-05,120640826.67822856,120.0,6.4,119,"['Anthony', 'Hopkins', 'Heather', 'Graham', 'Ashton', 'Kutcher', 'Mary', 'Elizabeth', 'Winstead', 'Helen', 'Hunt']",Emilio Estevez,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['in', '1968', 'the', 'life', 'of', 'a', 'retired', 'doorman', 'hotel', 'manager', 'lounge', 'singer', 'busboy', 'beautician', 'and', 'others', 'intersect', 'in', 'the', 'wake', 'of', 'robert', 'f', 'kennedy', 's', 'assassination', 'at', 'the', 'ambassador', 'hotel', 'in', 'los', 'angeles']"
Head Over Heels,14000000.0,2001-02-02,10424470.0,86.0,5.3,73,"['Monica', 'Potter', 'Freddie', 'Prinze', 'Jr', 'Shalom', 'Harlow', 'Ivana', 'Miliudeviu', 'Sarah', 'Murdoch']",Mark Waters,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['ordinary', 'single', 'girl', 'amanda', 'pierce', 'monica', 'potter', 'unexpectedly', 'find', 'herself', 'sharing', 'an', 'awesome', 'manhattan', 'apartment', 'with', 'four', 'sexy', 'supermodel', 'determined', 'to', 'bring', 'amanda', 'into', 'their', 'world', 'the', 'model', 'give', 'her', 'the', 'ultimate', 'makeover', 'the', 'plan', 'work', 'fabulously', 'a', 'amanda', 'connects', 'with', 'next', 'door', 'charmer', 'jim', 'winston', 'freddie', 'prinze', 'jr', 'that', 'is', 'until', 'one', 'night']"
Fun Size,14000000.0,2012-10-25,11417362.0,87.0,5.5,134,"['Victoria', 'Justice', 'Jackson', 'Nicoll', 'Chelsea', 'Handler', 'Josh', 'Pence', 'Jane', 'Levy']",Josh Schwartz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['wren', 'is', 'invited', 'to', 'a', 'halloween', 'party', 'by', 'her', 'crush', 'aaron', 'riley', 'but', 'she', 'is', 'also', 'forced', 'by', 'her', 'mother', 'to', 'take', 'her', 'oddball', 'little', 'brother', 'albert', 'with', 'her', 'when', 'she', 'go', 'out', 'trick', 'or', 'treating', 'on', 'halloween', 'when', 'she', 'go', 'to', 'the', 'party', 'instead', 'she', 'loses', 'him', 'and', 'must', 'find', 'him', 'before', 'her', 'mother', 'find', 'out']"
Little Children,26000000.0,2006-10-06,14821658.0,136.0,6.9,240,"['Kate', 'Winslet', 'Patrick', 'Wilson', 'Jennifer', 'Connelly', 'Jackie', 'Earle', 'Haley', 'Noah', 'Emmerich']",Todd Field,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['the', 'life', 'of', 'two', 'lovelorn', 'spouse', 'from', 'separate', 'marriage', 'a', 'registered', 'sex', 'offender', 'and', 'a', 'disgraced', 'ex', 'police', 'officer', 'intersect', 'a', 'they', 'struggle', 'to', 'resist', 'their', 'vulnerability', 'and', 'temptation']"
Gossip,14000000.0,2000-04-21,5108820.0,90.0,5.5,68,"['Joshua', 'Jackson', 'James', 'Marsden', 'Kate', 'Hudson', 'Lena', 'Headey', 'Norman', 'Reedus']",Davis Guggenheim,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['on', 'a', 'beautiful', 'college', 'campus', 'something', 'ugly', 'is', 'about', 'to', 'be', 'spread', 'around', 'a', 'bit', 'of', 'gossip', 'that', 'wa', 'told', 'is', 'starting', 'to', 'take', 'a', 'frightening', 'turn', 'who', 'could', 'it', 'have', 'offended', 'and', 'how', 'far', 'will', 'the', 'person', 'on', 'the', 'other', 'side', 'of', 'the', 'gossip', 'handle', 'the', 'embarrassing', 'situation']"
A Walk on the Moon,14000000.0,1999-01-29,120640826.67822856,107.0,6.2,21,"['Diane', 'Lane', 'Viggo', 'Mortensen', 'Liev', 'Schreiber', 'Anna', 'Paquin', 'Tovah', 'Feldshuh']",Tony Goldwyn,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['the', 'world', 'of', 'a', 'young', 'housewife', 'is', 'turned', 'upside', 'down', 'when', 'she', 'ha', 'an', 'affair', 'with', 'a', 'free', 'spirited', 'blouse', 'salesman']"
Catch a Fire,38341022.03780454,2006-10-27,4291965.0,101.0,6.4,25,"['Tim', 'Robbins', 'Derek', 'Luke', 'Bonnie', 'Henna', 'Mncedisi', 'Shabangu', 'Tumisho', 'Masha']",Phillip Noyce,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['the', 'true', 'story', 'of', 'anti', 'apartheid', 'activist', 'in', 'south', 'africa', 'and', 'particularly', 'the', 'life', 'of', 'patrick', 'chamusso', 'a', 'timid', 'foreman', 'at', 'secunda', 'ctl', 'the', 'largest', 'synthetic', 'fuel', 'plant', 'in', 'the', 'world', 'patrick', 'is', 'wrongly', 'accused', 'imprisoned', 'and', 'tortured', 'for', 'an', 'attempt', 'to', 'bomb', 'the', 'plant', 'with', 'the', 'injustice', 'transforming', 'the', 'apolitical', 'worker', 'into', 'a', 'radicalised', 'insurgent', 'who', 'then', 'carry', 'out', 'his', 'own', 'successful', 'sabotage', 'mission']"
Soul Survivors,38341022.03780454,2001-09-06,120640826.67822856,84.0,4.4,49,"['Eliza', 'Dushku', 'Melissa', 'Sagemiller', 'Wes', 'Bentley', 'Casey', 'Affleck', 'Angela', 'Featherstone']",Stephen Carpenter,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"['a', 'female', 'collage', 'co', 'ed', 'freshman', 'who', 'wa', 'involved', 'in', 'a', 'fatal', 'car', 'crash', 'discovers', 'she', 'may', 'not', 'have', 'survived', 'the', 'tragedy', 'after', 'all', 'when', 'she', 'becomes', 'caught', 'between', 'the', 'world', 'of', 'the', 'living', 'and', 'the', 'dead', 'a', 'sort', 'of', 'limbo', 'state', 'of', 'being', 'between', 'both', 'the', 'real', 'and', 'the', 'spirit', 'world', 'in', 'which', 'the', 'ghost', 'of', 'the', 'afterlife', 'want', 'to', 'collect', 'her', 'or', 'even', 'worse', 'use', 'her', 'body', 'in', 'it', 'transition', 'state', 'to', 'enter', 'our', 'world']"
Jefferson in Paris,14000000.0,1995-03-31,2474000.0,139.0,5.2,10,"['Nick', 'Nolte', 'Greta', 'Scacchi', 'Thandie', 'Newton', 'Gwyneth', 'Paltrow', 'JeanPierre', 'Aumont']",James Ivory,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['his', 'wife', 'having', 'recently', 'died', 'thomas', 'jefferson', 'accepts', 'the', 'post', 'of', 'united', 'state', 'ambassador', 'to', 'pre', 'revolutionary', 'france', 'though', 'he', 'find', 'it', 'difficult', 'to', 'adjust', 'to', 'life', 'in', 'a', 'country', 'where', 'the', 'aristocracy', 'subjugates', 'an', 'increasingly', 'restless', 'peasantry', 'in', 'paris', 'he', 'becomes', 'smitten', 'with', 'cultured', 'artist', 'maria', 'cosway', 'but', 'when', 'his', 'daughter', 'visit', 'from', 'virginia', 'accompanied', 'by', 'her', 'attractive', 'slave', 'sally', 'heming', 'jefferson', 's', 'attention', 'are', 'diverted']"
Easy Virtue,38341022.03780454,2008-01-01,120640826.67822856,93.0,6.3,108,"['Jessica', 'Biel', 'Ben', 'Barnes', 'Kristin', 'Scott', 'Thomas', 'Colin', 'Firth', 'Kimberley', 'Nixon']",Stephan Elliott,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['a', 'young', 'englishman', 'marries', 'a', 'glamorous', 'american', 'when', 'he', 'brings', 'her', 'home', 'to', 'meet', 'the', 'parent', 'she', 'arrives', 'like', 'a', 'blast', 'from', 'the', 'future', 'blowing', 'their', 'entrenched', 'british', 'stuffiness', 'out', 'the', 'window']"
Caravans,38341022.03780454,1978-11-02,120640826.67822856,127.0,5.8,1,"['Anthony', 'Quinn', 'Jennifer', 'ONeill', 'Michael', 'Sarrazin', 'Christopher', 'Lee', 'Joseph', 'Cotten']",James Fargo,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['this', 'epic', 'adventure', 'drama', 'based', 'on', 'james', 'michener', 's', 'best', 'selling', 'novel', 'concern', 'a', 'young', 'american', 'embassy', 'official', 'who', 'is', 'sent', 'into', 'the', 'middle', 'eastern', 'desert', 'to', 'find', 'the', 'missing', 'daughter', 'of', 'a', 'u', 'senator', 'the', 'young', 'woman', 'ha', 'left', 'her', 'husband', 'a', 'colonel', 'in', 'the', 'shadom', 'she', 'wa', 'his', 'number', 'two', 'wife', 'and', 'ha', 'opted', 'for', 'the', 'lifestyle', 'of', 'a', 'nomadic', 'tribe', 'when', 'the', 'diplomat', 'locates', 'the', 'girl', 'he', 'join', 'the', 'caravan', 'and', 'attempt', 'to', 'persuade', 'the', 'girl', 'to', 'return']"
Mr. Turner,38341022.03780454,2014-10-31,5405500.0,150.0,6.3,204,"['Timothy', 'Spall', 'Dorothy', 'Atkinson', 'Marion', 'Bailey', 'Paul', 'Jesson', 'Lesley', 'Manville']",Mike Leigh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['eccentric', 'british', 'painter', 'j', 'm', 'w', 'turner', 'life', 'his', 'last', '25', 'year', 'with', 'gusto', 'and', 'secretly', 'becomes', 'involved', 'with', 'a', 'seaside', 'landlady', 'while', 'his', 'faithful', 'housekeeper', 'bear', 'an', 'unrequited', 'love', 'for', 'him']"
The Lucky Ones,38341022.03780454,2008-09-26,120640826.67822856,113.0,6.3,55,"['Tim', 'Robbins', 'Rachel', 'McAdams', 'Michael', 'Peufa', 'Kerry', 'Bishue', 'Molly', 'Hagan']",Neil Burger,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"['the', 'story', 'revolves', 'around', 'three', 'soldier', 'colee', 't', 'k', 'and', 'cheaver', 'who', 'return', 'from', 'the', 'iraq', 'war', 'after', 'suffering', 'injury', 'and', 'learn', 'that', 'life', 'ha', 'moved', 'on', 'without', 'them', 'they', 'end', 'up', 'on', 'an', 'unexpected', 'road', 'trip', 'across', 'the', 'u', 's']"
